id_producto;sku;nombre;marca;id_padre;padre_nombre;id_categoria_actual;cat_actual;palabra_raiz_detectada;subcategoria_sugerida;decision_subcategoria
7880;PA18K;PINTURA ASFALTICA  X18    /KOVERPRIMER ALPIN18;KOVERPRIMER;;;651;PINTURA ASFALTICA;PINTURA;PINTURAS;PINTURAS
7883;PA1K;PINTURA ASFALTICA  X1    /KOVERPRIMER ALPIN01;KOVERPRIMER;;;651;PINTURA ASFALTICA;PINTURA;PINTURAS;PINTURAS
7890;PA4K;PINTURA ASFALTICA  X4    /KOVERPRIMER ALPIN04;KOVERPRIMER;;;651;PINTURA ASFALTICA;PINTURA;PINTURAS;PINTURAS
8090;PB1;MEMB. EN PASTA BLANCO 01KG /DURACRIL;DURACRIL;;;152;PINTURERIA DURACRIL;MEMB;MEMBES;MEMBES
8091;PB10;MEMB. EN PASTA BLANCO 10LT /DURACRIL;DURACRIL;;;152;PINTURERIA DURACRIL;MEMB;MEMBES;MEMBES
8094;PB20;MEMB. EN PASTA BLANCO 20LT /DURACRIL;DURACRIL;;;152;PINTURERIA DURACRIL;MEMB;MEMBES;MEMBES
8105;PB4;MEMB. EN PASTA BLANCO 04LT /DURACRIL;DURACRIL;;;152;PINTURERIA DURACRIL;MEMB;MEMBES;MEMBES
8130;PBL;PASTINA.  X 1 KG BLANCO(24U)   /EL INCA //;EL INCA;;;654;PASTINAS PARA CERAMICAS;PASTINA;PASTINAS;PASTINAS
8356;PL;PALLETS VACIO /LOMA NEGRA;LOMA NEGRA;;;18;CORRALON;PALLETS;PALLETSES;PALLETSES
8431;PMB;PLASTICOR MEDIA BOLSA 20K;;;;18;CORRALON;PLASTICOR;PLASTICORES;PLASTICORES
8462;PP12;PIEDRA PARTIDA SUELTA X MEDIO MT;;;;18;CORRALON;PIEDRA;PIEDRAS;PIEDRAS
8479;PP3;PIEDRA X 3 BALDES;;;;18;CORRALON;PIEDRA;PIEDRAS;PIEDRAS
8525;PPCE70;PUERTA PLEGADIZA CEDRO 70CM  6MM /RG ///;RG;;;690;ABERTURAS PVC;PUERTA;PUERTAS;PUERTAS
8526;PPCE80;PUERTA PLEGADIZA CEDRO 80CM  6MM /RG ///;RG;;;690;ABERTURAS PVC;PUERTA;PUERTAS;PUERTAS
8527;PPCE90;PUERTA PLEGADIZA CEDRO 90CM  6MM /RG ///;RG;;;690;ABERTURAS PVC;PUERTA;PUERTAS;PUERTAS
8577;PPTCE84;PUERTA PLEGADIZA CON TRABA CEDRO 84CM X200MM 10MM /RG ///;RG;;;690;ABERTURAS PVC;PUERTA;PUERTAS;PUERTAS
8578;PPTCI84;PUERTA PLEGADIZA CON TRABA CIPRES 84CM X200MM 10MM /RG ///;RG;;;690;ABERTURAS PVC;PUERTA;PUERTAS;PUERTAS
8582;PPWE80;PUERTA PLEGADIZA WENGUE 80CM  6MM /RG ///;RG;;;690;ABERTURAS PVC;PUERTA;PUERTAS;PUERTAS
8583;PPWE90;PUERTA PLEGADIZA WENGUE 90CM  6MM /RG ///;RG;;;690;ABERTURAS PVC;PUERTA;PUERTAS;PUERTAS
8713;PUE2;PUERTA PLACA 70CM DER   /NACIONAL /;NACIONAL;;;363;ABERTURAS;PUERTA;PUERTAS;PUERTAS
8717;PUE41;PUERTA PLACA CORREDIZA    70CM /NACIONAL /;NACIONAL;;;363;ABERTURAS;PUERTA;PUERTAS;PUERTAS
9078;RL20R;RUBEROID LIV. STANDAR FIELTRO ASFALTICO  X 20    /RUBBERSEC FT300/20;RUBBERSEC;;;364;AISLANTES;RUBEROID;RUBEROIDES;RUBEROIDES
9081;RL40R;RUBEROID LIV. STANDAR FIELTRO ASFALTICO  X 40    /RUBBERSEC FT300;RUBBERSEC;;;364;AISLANTES;RUBEROID;RUBEROIDES;RUBEROIDES
9875;SIP1;"CLAVO P.PARIS 1""(16) /SIPAR ACEROS";SIPAR ACEROS;;;55;ALAMBRES Y CLAVOS;CLAVO;CLAVOS;CLAVOS
9879;SIP112;"CLAVO P.PARIS 1. 1/2""(16) /SIPAR ACEROS";SIPAR ACEROS;;;55;ALAMBRES Y CLAVOS;CLAVO;CLAVOS;CLAVOS
9883;SIP14;ALAMBRE RECOCIDO N. 14 /SIPAR ACEROS;LATYN;;;506;CLAVOS Y ALAMBRES;ALAMBRE;ALAMBRES;ALAMBRES
9886;SIP16;ALAMBRE RECOCIDO N. 16 /SIPAR ACEROS;LATYN;;;506;CLAVOS Y ALAMBRES;ALAMBRE;ALAMBRES;ALAMBRES
9888;SIP2;"CLAVO P.PARIS 2""(16) /SIPAR ACEROS";SIPAR ACEROS;;;55;ALAMBRES Y CLAVOS;CLAVO;CLAVOS;CLAVOS
9889;SIP212;"CLAVO P.PARIS 2. 1/2""(16) /SIPAR ACEROS";SIPAR ACEROS;;;55;ALAMBRES Y CLAVOS;CLAVO;CLAVOS;CLAVOS
9890;SIP3;"CLAVO P.PARIS 3""(16) /SIPAR ACEROS";SIPAR ACEROS;;;55;ALAMBRES Y CLAVOS;CLAVO;CLAVOS;CLAVOS
9891;SIP312;"CLAVO P.PARIS 3. 1/2""(16) /SIPAR ACEROS";SIPAR ACEROS;;;55;ALAMBRES Y CLAVOS;CLAVO;CLAVOS;CLAVOS
9892;SIP4;"CLAVO P.PARIS 4""(16) /SIPAR ACEROS";SIPAR ACEROS;;;55;ALAMBRES Y CLAVOS;CLAVO;CLAVOS;CLAVOS
9893;SIP5;"CLAVO P.PARIS 5""(16) /SIPAR ACEROS";SIPAR ACEROS;;;55;ALAMBRES Y CLAVOS;CLAVO;CLAVOS;CLAVOS
9904;SIPG12;ALAMBRE GALVANIZADO N. 12 /SIPAR ACEROS;SIPAR ACEROS;;;506;CLAVOS Y ALAMBRES;ALAMBRE;ALAMBRES;ALAMBRES
9905;SIPG14;ALAMBRE GALVANIZADO N. 14 /SIPAR ACEROS;SIPAR ACEROS;;;506;CLAVOS Y ALAMBRES;ALAMBRE;ALAMBRES;ALAMBRES
9906;SIPG16;ALAMBRE GALVANIZADO N. 16 /SIPAR ACEROS;SIPAR ACEROS;;;506;CLAVOS Y ALAMBRES;ALAMBRE;ALAMBRES;ALAMBRES
11483;TTEB40S;TERMOTANQUE BLACK ELECT. 040LT / SEÑORIAL 330092;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11488;TTEZ40S;TERMOTANQUE LZ ELECT. 040LT / SEÑORIAL 330004;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11489;TTEZ65S;TERMOTANQUE LZ ELECT. 065LT / SEÑORIAL 330005;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11490;TTEZ95S;TERMOTANQUE LZ ELECT. 095LT / SEÑORIAL 330006;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11491;TTGF30S;TERMOTANQUE LF MG 030LT / SEÑORIAL 330013;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11497;TTGZ85S;TERMOTANQUE LZ MG 085LT / SEÑORIAL 330002;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11510;TTMB110S;TERMOTANQUE BLACK MG 110LT / SEÑORIAL 330091;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11511;TTMB50S;TERMOTANQUE BLACK MG 050LT / SEÑORIAL 330089;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11512;TTMB75S;TERMOTANQUE BLACK MG 075LT / SEÑORIAL 330090;SEÑORIAL;;;820;SEÑORIAL;TERMOTANQUE;TERMOTANQUES;TERMOTANQUES
11648;V200;VIGUETA 2;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11649;V220;VIGUETA 2.2;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11650;V240;VIGUETA 2.4;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11652;V260;VIGUETA 2.6;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11654;V280;VIGUETA 2.8;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11655;V300;VIGUETA 3;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11659;V310;VIGUETA 3.10;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11660;V320;VIGUETA 3.2;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11661;V330;VIGUETA 3.3;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11662;V340;VIGUETA 3.4;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11663;V350;VIGUETA 3.50;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11664;V360;VIGUETA 3.6;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11665;V370;VIGUETA 3.70;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11666;V380;VIGUETA 3.8;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11667;V390;VIGUETA 3.90;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11668;V400;VIGUETA 4;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11670;V420;VIGUETA 4.2;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11671;V440;VIGUETA 4.4;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11672;V460;VIGUETA 4.6;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11673;V480;VIGUETA 4.8;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11674;V500;VIGUETA 5;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11675;V520;VIGUETA 5.2;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11676;V540;VIGUETA 5.4;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11677;V550;VIGUETA 5.5;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11678;V560;VIGUETA 5.6;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11679;V600;VIGUETA 6;;;;18;CORRALON;VIGUETA;VIGUETAS;VIGUETAS
11770;VP2640;VENTILUZ-AIREADORES  40X26   /RG ///;RG;;;690;ABERTURAS PVC;VENTILUZ-AIREADORES;VENTILUZ-AIREADORESES;VENTILUZ-AIREADORESES
11773;VP3660;VENTILUZ-AIREADORES  60X36   /RG ///;RG;;;690;ABERTURAS PVC;VENTILUZ-AIREADORES;VENTILUZ-AIREADORESES;VENTILUZ-AIREADORESES
11826;Y40;YESO TUYANGO 30KG;;;;18;CORRALON;YESO;YESOS;YESOS
11828;YP40;YESO PROYECTABLE 30KG;;;;18;CORRALON;YESO;YESOS;YESOS
66;A;ARENA SUELTA;;11873;ARENA CORRALON;18;CORRALON;ARENA;ARENAS;ARENAS
73;A12;ARENA SUELTA X MEDIO;;11873;ARENA CORRALON;18;CORRALON;ARENA;ARENAS;ARENAS
104;A3;ARENA X 3 BALDES;;11873;ARENA CORRALON;18;CORRALON;ARENA;ARENAS;ARENAS
145;ABA;ARENA X  BOLSON;;11873;ARENA CORRALON;18;CORRALON;ARENA;ARENAS;ARENAS
862;BA;BOLSON VACIO;;11873;ARENA CORRALON;18;CORRALON;ARENA;ARENAS;ARENAS
11974;ppba;PIEDRA EN BOLSON;;;;18;CORRALON;PIEDRA;PIEDRAS;PIEDRAS
11975;CPBA;CASCOTE EN BOLSON;;;;18;CORRALON;CASCOTE;CASCOTES;CASCOTES
364;AL1H;ACELERANTE DE FRAGUE 01 LT /HORNERO;HORNERO;11979;ACELERANTE DE FRAGUE (HORNERO);18;CORRALON;ACELERANTE;ACELERANTES;ACELERANTES
395;AP1H;ADITIVO PLASTICO 01 KG /HORNERO;HORNERO;11980;ADITIVO PLASTICO (HORNERO);18;CORRALON;ADITIVO;ADITIVOS;ADITIVOS
401;AP4H;ADITIVO PLASTICO 04 KG /HORNERO;HORNERO;11980;ADITIVO PLASTICO (HORNERO);18;CORRALON;ADITIVO;ADITIVOS;ADITIVOS
393;AP10H;ADITIVO PLASTICO 10 KG /HORNERO;HORNERO;11980;ADITIVO PLASTICO (HORNERO);18;CORRALON;ADITIVO;ADITIVOS;ADITIVOS
5192;H1H;HIDROFUGO 01 KG /HORNERO;HORNERO;11981;HIDROFUGO (HORNERO);18;CORRALON;HIDROFUGO;HIDROFUGOS;HIDROFUGOS
5202;H5H;HIDROFUGO 04 KG /HORNERO;HORNERO;11981;HIDROFUGO (HORNERO);18;CORRALON;HIDROFUGO;HIDROFUGOS;HIDROFUGOS
5177;H10H;HIDROFUGO 10 KG /HORNERO;HORNERO;11981;HIDROFUGO (HORNERO);18;CORRALON;HIDROFUGO;HIDROFUGOS;HIDROFUGOS
5195;H24H;HIDROFUGO 22 KG /HORNERO;HORNERO;11981;HIDROFUGO (HORNERO);18;CORRALON;HIDROFUGO;HIDROFUGOS;HIDROFUGOS
6754;MAP30H;MEZCLA ADHESIVA- 25KG /HORNERO;HORNERO;11982;MEZCLA ADHESIVA (HORNERO);18;CORRALON;MEZCLA;MEZCLAS;MEZCLAS
6743;MA30H;MEZCLA ADHESIVA- BORGOÑA 25KG /HORNERO;HORNERO;11982;MEZCLA ADHESIVA (HORNERO);18;CORRALON;MEZCLA;MEZCLAS;MEZCLAS
1669;C70D;CARRETILLA   070LT    /DUROLL /;DUROLL;12032;CARRETILLA RUEDA MACISA;170;CARRETILLAS Y HORMIGONERAS;CARRETILLA;CARRETILLAS;CARRETILLAS
1329;C100D;CARRETILLA  100LT RUEDA MACIZA   /DUROLL /;DUROLL;12032;CARRETILLA RUEDA MACISA;170;CARRETILLAS Y HORMIGONERAS;CARRETILLA;CARRETILLAS;CARRETILLAS
1331;C100ND;CARRETILLA  100LT RUEDA NEUMATICA   /DUROLL /;DUROLL;12033;CARRETILLA RUEDA NEUMATICA;170;CARRETILLAS Y HORMIGONERAS;CARRETILLA;CARRETILLAS;CARRETILLAS
5186;H130D;HORMIGONERA--  130 LT. 3/4 HP.                 /DUROLL /;DUROLL;12034;HORMIGONERA DUROLL;170;CARRETILLAS Y HORMIGONERAS;HORMIGONERA;HORMIGONERAS;HORMIGONERAS
5188;H1501D;HORMIGONERA--  150 LT. 1 HP.                 /DUROLL /;DUROLL;12034;HORMIGONERA DUROLL;170;CARRETILLAS Y HORMIGONERAS;HORMIGONERA;HORMIGONERAS;HORMIGONERAS
8456;PP;PIEDRA  PARTIDA;;12038;PIEDRA PARTIDA;18;CORRALON;PIEDRA;PIEDRAS;PIEDRAS
